order_id,product_id,quantity,selling_price
404,40,2,1066
404,18,3,649
404,35,1,815
405,9,2,1025
405,25,3,737
406,11,1,1047
406,24,1,946
407,4,2,516
407,24,2,946
408,13,3,954
408,35,3,815
409,16,3,1416
409,22,2,892
409,29,3,1062
410,24,1,946
410,21,3,736
411,34,2,1107
411,21,1,736
412,45,1,561
412,16,2,1416
413,18,3,649
413,32,3,611
414,5,1,1051
414,18,2,649
414,45,3,561
415,29,1,1062
415,35,1,815
416,19,2,718
417,27,3,1283
417,17,3,902
418,44,1,1303
418,31,3,647
418,11,3,1047
419,18,3,649
420,3,1,748
421,50,1,998
421,31,2,647
422,50,2,998
422,13,1,954
422,6,2,1306
423,13,2,954
424,49,3,1172
425,45,3,561
425,33,1,943
425,29,2,1062
426,33,3,943
426,9,2,1025
427,37,2,1229
427,7,3,332
428,8,1,588
429,15,3,439
430,13,1,954
430,15,1,439
430,41,1,910
431,11,3,1047
432,34,3,1107
432,48,2,553
433,13,1,954
433,14,3,1157
434,23,2,784
434,47,2,954
435,42,2,934
436,44,2,1303
436,26,3,1135
437,26,3,1135
437,7,2,332
437,45,2,561
438,27,2,1283
438,27,3,1283
439,37,2,1229
439,46,3,625
440,44,3,1303
440,3,2,748
441,30,1,549
441,1,1,1038
441,19,3,718
442,31,2,647
442,36,3,847
443,3,2,748
444,43,1,1149
444,29,1,1062
444,44,1,1303
445,11,2,1047
446,34,3,1107
446,32,2,611
446,34,1,1107
447,16,2,1416
447,4,2,516
447,2,2,576
448,28,3,1057
448,33,3,943
448,30,2,549
449,32,2,611
449,4,2,516
449,1,1,1038
450,11,2,1047
450,11,2,1047
450,33,2,943
451,38,3,1061
451,41,2,910
451,27,2,1283
452,28,1,1057
452,48,1,553
453,2,1,576
453,45,1,561
454,30,1,549
454,41,2,910
455,15,3,439
455,29,1,1062
455,45,2,561
456,32,1,611
456,43,3,1149
457,35,3,815
457,41,1,910
457,6,2,1306
458,30,2,549
459,29,1,1062
460,22,2,892
461,47,1,954
461,7,2,332
461,4,3,516
462,12,3,1432
462,7,1,332
463,20,1,753
463,25,3,737
463,45,3,561
464,34,1,1107
464,6,2,1306
465,2,3,576
465,19,3,718
465,27,2,1283
466,43,1,1149
467,37,1,1229
468,39,1,1068
468,26,1,1135
468,39,2,1068
469,18,2,649
470,42,3,934
470,3,1,748
471,4,3,516
472,10,3,913
472,34,1,1107
472,44,3,1303
473,47,2,954
473,13,2,954
473,7,3,332
474,23,1,784
474,6,3,1306
475,4,1,516
475,2,1,576
475,28,3,1057
476,9,1,1025
477,34,3,1107
477,43,3,1149
478,50,1,998
479,30,2,549
479,22,2,892
479,35,2,815
480,31,3,647
480,40,1,1066
481,47,1,954
481,9,1,1025
482,24,2,946
483,3,1,748
484,26,3,1135
484,19,2,718
485,39,1,1068
485,42,2,934
486,49,2,1172
487,19,2,718
487,30,1,549
488,42,3,934
489,26,3,1135
490,19,1,718
490,29,3,1062
491,31,3,647
492,12,3,1432
492,7,2,332
492,3,1,748
493,46,2,625
493,35,1,815
493,3,1,748
494,14,3,1157
494,49,3,1172
494,40,2,1066
495,33,1,943
495,15,1,439
495,32,1,611
496,17,2,902
496,13,3,954
497,41,3,910
497,18,1,649
497,35,2,815
498,22,2,892
498,30,3,549
499,30,2,549
500,20,1,753
500,40,1,1066
500,35,3,815
501,1,3,1038
501,10,1,913
502,32,1,611
502,44,1,1303
503,49,2,1172
503,16,3,1416
503,7,1,332
504,27,1,1283
505,38,2,1061
505,32,3,611
506,25,3,737
506,23,1,784
507,30,2,549
508,36,2,847
509,24,1,946
509,11,3,1047
509,9,3,1025
510,4,1,516
510,20,2,753
510,49,1,1172
511,7,3,332
512,5,2,1051
513,8,2,588
514,14,3,1157
514,17,2,902
515,7,2,332
516,21,2,736
516,37,3,1229
517,37,2,1229
518,8,2,588
518,41,2,910
518,48,2,553
519,34,2,1107
519,4,1,516
520,2,3,576
521,25,1,737
522,18,2,649
522,26,2,1135
523,22,2,892
523,17,3,902
523,18,1,649
524,18,1,649
524,21,2,736
524,18,2,649
525,25,1,737
525,41,2,910
526,19,1,718
526,10,1,913
527,10,2,913
527,10,2,913
528,1,2,1038
528,29,1,1062
529,7,2,332
530,18,1,649
530,7,1,332
530,20,3,753
531,34,2,1107
531,19,3,718
531,23,2,784
532,7,3,332
532,10,2,913
532,36,1,847
533,8,2,588
533,44,1,1303
533,33,3,943
534,35,2,815
534,2,2,576
534,6,1,1306
535,32,1,611
535,49,2,1172
536,47,3,954
537,6,1,1306
537,45,1,561
538,26,3,1135
538,45,3,561
539,41,1,910
540,6,3,1306
540,30,1,549
540,28,2,1057
541,50,1,998
541,48,2,553
541,36,3,847
542,20,2,753
542,13,3,954
542,3,1,748
543,21,1,736
543,20,3,753
544,9,2,1025
545,22,3,892
545,43,3,1149
546,18,1,649
547,49,2,1172
548,47,1,954
548,37,2,1229
549,4,1,516
549,28,2,1057
550,47,3,954
551,25,1,737
552,1,3,1038
553,31,3,647
554,2,3,576
555,38,2,1061
556,11,3,1047
556,24,3,946
557,30,1,549
557,1,1,1038
558,48,1,553
559,6,2,1306
559,35,2,815
559,49,2,1172
560,37,1,1229
560,46,3,625
560,20,3,753
561,49,2,1172
561,47,2,954
562,6,1,1306
562,16,3,1416
562,32,3,611
563,43,1,1149
563,33,2,943
564,8,2,588
565,24,1,946
566,7,3,332
566,23,3,784
567,49,2,1172
567,27,1,1283
567,1,1,1038
568,26,1,1135
569,22,1,892
570,34,3,1107
570,35,3,815
570,35,2,815
571,13,2,954
572,28,2,1057
572,47,3,954
572,8,1,588
573,31,3,647
574,31,3,647
574,24,3,946
574,24,2,946
575,4,2,516
575,29,1,1062
575,12,2,1432
576,10,1,913
576,7,2,332
576,31,3,647
577,39,1,1068
577,34,3,1107
578,45,2,561
579,9,1,1025
579,20,2,753
580,12,1,1432
580,41,2,910
581,22,2,892
582,33,2,943
582,44,2,1303
582,1,1,1038
583,36,3,847
584,39,3,1068
585,43,2,1149
585,10,3,913
586,47,3,954
586,26,1,1135
586,21,1,736
587,34,2,1107
588,35,1,815
588,28,3,1057
588,18,1,649
589,4,2,516
589,24,2,946
589,40,1,1066
590,42,2,934
591,7,3,332
591,40,1,1066
592,1,3,1038
593,9,2,1025
593,15,1,439
593,2,2,576
594,28,1,1057
595,33,2,943
595,15,2,439
596,32,3,611
597,16,2,1416
597,2,1,576
598,49,2,1172
598,26,3,1135
598,4,2,516
599,9,3,1025
600,8,3,588
601,4,1,516
601,39,1,1068
602,41,3,910
602,23,1,784
602,27,2,1283
603,12,2,1432
603,24,2,946
603,37,1,1229
604,25,3,737
604,10,2,913
604,30,2,549
605,27,1,1283
605,27,1,1283
605,39,2,1068
606,42,2,934
606,12,2,1432
606,45,2,561
607,38,1,1061
607,42,3,934
608,37,1,1229
608,5,3,1051
609,38,3,1061
609,22,1,892
609,49,2,1172
610,33,1,943
611,30,1,549
611,6,3,1306
612,6,2,1306
612,23,1,784
613,41,1,910
613,5,3,1051
614,44,1,1303
615,13,2,954
616,2,1,576
616,26,1,1135
617,32,3,611
617,42,2,934
618,39,1,1068
618,36,1,847
619,14,1,1157
620,24,2,946
621,47,1,954
621,26,3,1135
621,22,1,892
622,46,3,625
622,30,1,549
622,19,3,718
623,49,3,1172
623,43,2,1149
623,41,1,910
624,33,1,943
624,44,2,1303
625,28,2,1057
625,50,1,998
626,14,1,1157
627,38,1,1061
628,39,1,1068
628,44,2,1303
629,11,2,1047
629,29,3,1062
629,49,3,1172
630,42,2,934
631,37,1,1229
631,14,3,1157
631,33,3,943
632,5,2,1051
632,25,3,737
633,31,3,647
633,33,3,943
634,34,2,1107
635,27,3,1283
635,43,1,1149
635,16,2,1416
636,33,3,943
636,8,2,588
636,46,2,625
637,39,2,1068
637,27,3,1283
638,44,1,1303
638,19,1,718
638,21,2,736
639,38,3,1061
639,34,3,1107
639,17,1,902
640,5,1,1051
640,43,2,1149
641,13,1,954
641,41,3,910
641,30,3,549
642,21,3,736
642,23,2,784
643,47,2,954
643,35,2,815
643,47,2,954
644,50,2,998
644,33,2,943
645,4,3,516
645,16,3,1416
646,9,2,1025
646,50,2,998
646,35,1,815
647,46,1,625
647,41,2,910
648,3,1,748
649,8,1,588
649,32,1,611
649,5,3,1051
650,30,2,549
650,34,1,1107
651,7,1,332
652,21,3,736
652,41,2,910
652,7,1,332
653,25,3,737
653,46,2,625
654,50,3,998
654,28,1,1057
655,37,1,1229
655,20,3,753
656,21,3,736
656,12,3,1432
656,3,1,748
657,20,2,753
657,22,1,892
657,33,3,943
658,49,1,1172
658,22,2,892
659,50,3,998
660,3,1,748
660,9,2,1025
660,42,1,934
661,46,2,625
662,32,2,611
662,18,2,649
663,32,1,611
663,22,3,892
664,38,2,1061
665,19,1,718
666,29,1,1062
666,8,2,588
667,14,2,1157
668,45,3,561
669,30,2,549
670,24,1,946
671,17,3,902
671,47,3,954
672,17,1,902
672,16,2,1416
673,12,2,1432
673,4,2,516
673,40,2,1066
674,7,3,332
674,3,3,748
675,16,1,1416
675,16,1,1416
675,3,2,748
676,6,1,1306
676,44,1,1303
677,11,3,1047
677,27,2,1283
678,30,3,549
678,23,2,784
678,4,1,516
679,23,1,784
679,43,3,1149
680,48,3,553
680,2,3,576
681,47,3,954
681,43,3,1149
681,34,1,1107
682,32,1,611
682,14,2,1157
683,46,3,625
684,50,3,998
685,29,3,1062
685,13,3,954
686,50,3,998
687,3,2,748
688,14,1,1157
688,42,1,934
688,11,1,1047
689,29,2,1062
689,26,2,1135
690,14,3,1157
690,42,2,934
691,18,1,649
692,4,3,516
692,4,3,516
692,46,3,625
693,46,3,625
694,13,1,954
695,7,1,332
695,14,1,1157
696,33,1,943
697,1,1,1038
698,4,2,516
698,42,2,934
698,20,2,753
699,10,1,913
699,11,2,1047
700,36,2,847
700,44,3,1303
701,5,3,1051
701,25,3,737
701,8,3,588
702,23,1,784
702,34,3,1107
703,33,2,943
704,20,1,753
704,30,3,549
705,4,1,516
706,35,2,815
707,18,2,649
708,47,2,954
708,47,1,954
709,34,1,1107
709,7,1,332
710,20,2,753
710,19,2,718
710,13,1,954
711,4,1,516
711,44,1,1303
711,50,3,998
712,43,2,1149
713,24,3,946
714,49,1,1172
715,49,1,1172
715,14,2,1157
715,2,3,576
716,13,2,954
716,20,2,753
716,33,3,943
717,17,2,902
717,28,3,1057
717,9,2,1025
718,38,3,1061
718,49,1,1172
719,24,2,946
720,16,1,1416
720,17,2,902
721,24,1,946
721,47,2,954
721,12,1,1432
722,50,2,998
722,44,2,1303
723,21,1,736
724,21,1,736
725,21,1,736
725,31,3,647
725,29,3,1062
726,46,1,625
726,30,3,549
727,32,1,611
727,44,1,1303
728,12,2,1432
729,4,2,516
729,11,1,1047
729,6,3,1306
730,41,1,910
731,48,2,553
731,32,3,611
731,14,2,1157
732,29,1,1062
733,28,2,1057
733,22,3,892
733,34,1,1107
734,4,2,516
734,30,3,549
735,32,3,611
736,4,1,516
737,7,2,332
737,26,1,1135
738,25,2,737
738,14,1,1157
739,24,1,946
739,16,2,1416
739,27,3,1283
740,17,1,902
740,23,1,784
741,30,1,549
741,49,2,1172
741,33,1,943
742,43,1,1149
743,18,2,649
743,22,3,892
743,12,3,1432
744,42,3,934
745,7,3,332
745,49,2,1172
745,35,1,815
746,26,1,1135
747,22,2,892
747,32,1,611
748,31,1,647
748,22,2,892
749,22,1,892
749,24,2,946
749,4,3,516
750,18,3,649
750,4,1,516
751,33,2,943
752,24,2,946
752,3,2,748
752,29,3,1062
753,29,3,1062
753,50,2,998
754,48,2,553
754,44,2,1303
754,30,3,549
755,24,1,946
755,42,3,934
755,2,2,576
756,41,3,910
757,31,1,647
757,34,1,1107
757,5,1,1051
758,28,1,1057
759,10,3,913
759,39,2,1068
760,9,3,1025
760,2,2,576
761,36,3,847
762,37,3,1229
763,30,3,549
763,39,1,1068
763,42,3,934
764,16,2,1416
765,25,3,737
766,33,3,943
766,36,2,847
767,6,1,1306
768,28,2,1057
768,40,1,1066
768,42,3,934
769,18,3,649
769,30,1,549
769,42,2,934
770,23,1,784
771,40,3,1066
771,6,1,1306
771,29,1,1062
772,45,2,561
772,27,3,1283
772,6,3,1306
773,23,1,784
774,30,2,549
775,14,1,1157
776,48,2,553
776,38,3,1061
776,32,1,611
777,21,3,736
778,14,1,1157
778,30,2,549
778,11,3,1047
779,1,3,1038
779,18,2,649
780,45,1,561
781,41,1,910
782,9,3,1025
782,37,2,1229
783,7,2,332
783,7,3,332
783,25,1,737
784,17,2,902
784,44,1,1303
785,25,1,737
785,9,1,1025
786,38,3,1061
786,17,2,902
786,25,3,737
787,1,1,1038
787,39,3,1068
788,45,1,561
788,40,1,1066
788,49,3,1172
789,44,2,1303
789,10,3,913
789,12,2,1432
790,5,3,1051
790,20,2,753
790,26,2,1135
791,7,2,332
791,46,1,625
791,10,1,913
792,50,2,998
792,27,3,1283
793,6,3,1306
793,16,3,1416
793,22,3,892
794,7,2,332
795,9,2,1025
796,21,3,736
797,44,3,1303
798,21,3,736
798,3,2,748
798,3,3,748
799,32,2,611
799,49,2,1172
799,18,2,649
800,42,1,934
800,30,2,549
800,35,3,815
801,29,2,1062
801,35,1,815
802,10,2,913
803,14,1,1157
804,28,1,1057
805,14,3,1157
806,25,3,737
806,18,1,649
806,28,1,1057
807,48,2,553
807,3,2,748
807,17,2,902
808,19,3,718
808,2,1,576
808,32,2,611
809,9,1,1025
810,18,2,649
810,11,3,1047
810,28,3,1057
811,39,3,1068
812,45,3,561
812,41,1,910
812,12,3,1432
813,19,2,718
813,48,3,553
813,12,3,1432
814,28,3,1057
814,6,3,1306
814,6,2,1306
815,49,2,1172
815,23,3,784
816,35,2,815
816,36,2,847
816,11,3,1047
817,16,1,1416
817,29,3,1062
817,50,2,998
818,19,3,718
818,1,3,1038
818,11,1,1047
819,18,3,649
819,10,3,913
819,48,2,553
820,45,1,561
820,44,3,1303
820,6,2,1306
821,33,3,943
821,46,2,625
822,50,1,998
822,3,1,748
822,28,2,1057
823,30,3,549
824,48,3,553
824,49,3,1172
825,11,1,1047
826,13,1,954
827,9,2,1025
827,9,3,1025
827,14,1,1157
828,23,2,784
828,47,2,954
828,41,1,910
829,5,3,1051
829,3,3,748
829,41,2,910
830,30,3,549
830,35,3,815
831,23,2,784
832,10,3,913
832,25,2,737
833,48,2,553
833,16,2,1416
