customer_id,name,age,gender,city,state,annual_income,skin_type,signup_date
123,Customer_123,26,Female,Delhi,Delhi,515141,Dry,2023-08-11
124,Customer_124,48,Female,Delhi,Delhi,1223730,Combination,2022-07-08
125,Customer_125,34,Female,Bengaluru,Karnataka,539258,Dry,2023-02-15
126,Customer_126,22,Male,Indore,Madhya Pradesh,618194,Oily,2024-04-10
127,Customer_127,37,Male,Chandigarh,Chandigarh,820494,Dry,2023-07-26
128,Customer_128,56,Male,Jaipur,Rajasthan,1395914,Sensitive,2023-04-07
129,Customer_129,37,Female,Indore,Madhya Pradesh,940428,Normal,2023-09-28
130,Customer_130,57,Male,Bengaluru,Karnataka,735762,Oily,2022-09-28
131,Customer_131,28,Male,Hyderabad,Telangana,664513,Normal,2022-03-18
132,Customer_132,18,Female,Pune,Maharashtra,1244774,Normal,2023-04-27
133,Customer_133,20,Male,Delhi,Delhi,904199,Combination,2023-12-21
134,Customer_134,22,Male,Indore,Madhya Pradesh,854811,Normal,2023-11-09
135,Customer_135,45,Male,Mumbai,Maharashtra,1442030,Oily,2023-10-26
136,Customer_136,35,Male,Pune,Maharashtra,449757,Dry,2022-06-19
137,Customer_137,56,Female,Delhi,Delhi,1220971,Dry,2023-04-25
138,Customer_138,43,Female,Delhi,Delhi,1349566,Normal,2023-05-21
139,Customer_139,23,Male,Indore,Madhya Pradesh,1206029,Combination,2023-09-11
140,Customer_140,19,Male,Delhi,Delhi,780089,Normal,2023-08-25
141,Customer_141,35,Male,Bengaluru,Karnataka,667401,Sensitive,2023-06-16
142,Customer_142,35,Male,Indore,Madhya Pradesh,1527525,Sensitive,2023-10-13
143,Customer_143,23,Female,Indore,Madhya Pradesh,1029727,Sensitive,2022-12-08
144,Customer_144,60,Male,Ahmedabad,Gujarat,637274,Combination,2023-02-26
145,Customer_145,36,Female,Indore,Madhya Pradesh,1453636,Dry,2023-04-11
146,Customer_146,38,Female,Hyderabad,Telangana,977954,Dry,2024-03-02
147,Customer_147,50,Male,Jaipur,Rajasthan,1679213,Normal,2023-04-19
148,Customer_148,21,Male,Jaipur,Rajasthan,1387246,Combination,2023-09-30
149,Customer_149,58,Female,Indore,Madhya Pradesh,408237,Oily,2022-10-01
150,Customer_150,26,Female,Lucknow,Uttar Pradesh,1218796,Sensitive,2022-05-05
151,Customer_151,58,Male,Bengaluru,Karnataka,1788522,Oily,2022-11-15
152,Customer_152,18,Female,Lucknow,Uttar Pradesh,495473,Oily,2024-05-11
153,Customer_153,47,Male,Hyderabad,Telangana,1658345,Oily,2023-05-26
154,Customer_154,50,Female,Delhi,Delhi,1171346,Sensitive,2023-04-29
155,Customer_155,47,Male,Mumbai,Maharashtra,1104438,Oily,2023-09-06
156,Customer_156,26,Male,Lucknow,Uttar Pradesh,879332,Sensitive,2022-12-15
157,Customer_157,35,Male,Lucknow,Uttar Pradesh,893156,Combination,2024-05-07
158,Customer_158,55,Female,Chandigarh,Chandigarh,611627,Sensitive,2023-07-06
159,Customer_159,40,Female,Indore,Madhya Pradesh,1457454,Normal,2023-01-22
160,Customer_160,38,Male,Indore,Madhya Pradesh,1762760,Oily,2023-08-09
161,Customer_161,32,Female,Jaipur,Rajasthan,391535,Combination,2024-02-02
162,Customer_162,42,Female,Indore,Madhya Pradesh,1691856,Oily,2023-05-23
163,Customer_163,26,Female,Bengaluru,Karnataka,510479,Sensitive,2022-04-13
164,Customer_164,47,Male,Lucknow,Uttar Pradesh,602315,Sensitive,2024-06-10
165,Customer_165,22,Female,Pune,Maharashtra,855793,Combination,2023-10-01
166,Customer_166,59,Male,Jaipur,Rajasthan,989051,Normal,2023-01-25
167,Customer_167,58,Female,Ahmedabad,Gujarat,1434592,Dry,2023-09-25
168,Customer_168,33,Female,Hyderabad,Telangana,777073,Dry,2023-03-21
169,Customer_169,58,Male,Hyderabad,Telangana,1230461,Oily,2023-12-12
170,Customer_170,19,Male,Delhi,Delhi,980262,Dry,2022-10-28
171,Customer_171,41,Female,Ahmedabad,Gujarat,605281,Oily,2023-06-28
172,Customer_172,54,Male,Jaipur,Rajasthan,656481,Oily,2022-03-22
173,Customer_173,42,Male,Chandigarh,Chandigarh,1343683,Normal,2022-05-27
174,Customer_174,47,Female,Mumbai,Maharashtra,1263789,Combination,2023-11-14
175,Customer_175,47,Female,Bengaluru,Karnataka,1721053,Normal,2022-06-11
176,Customer_176,46,Female,Hyderabad,Telangana,1532227,Combination,2023-10-17
177,Customer_177,34,Female,Jaipur,Rajasthan,933595,Oily,2023-01-29
178,Customer_178,24,Male,Indore,Madhya Pradesh,1099778,Normal,2023-01-03
179,Customer_179,36,Female,Chandigarh,Chandigarh,346010,Sensitive,2022-10-09
180,Customer_180,54,Male,Bengaluru,Karnataka,1571726,Sensitive,2024-05-02
181,Customer_181,32,Female,Delhi,Delhi,759285,Oily,2023-09-28
182,Customer_182,60,Male,Delhi,Delhi,1617531,Dry,2023-10-05
183,Customer_183,37,Female,Bengaluru,Karnataka,369970,Normal,2023-01-09
184,Customer_184,23,Female,Pune,Maharashtra,985179,Sensitive,2022-06-29
185,Customer_185,26,Female,Mumbai,Maharashtra,1413278,Normal,2022-10-07
186,Customer_186,34,Female,Pune,Maharashtra,918956,Combination,2024-04-03
187,Customer_187,47,Male,Hyderabad,Telangana,595188,Oily,2024-05-30
188,Customer_188,53,Female,Jaipur,Rajasthan,489378,Sensitive,2022-01-15
189,Customer_189,52,Male,Delhi,Delhi,1253755,Combination,2023-11-20
190,Customer_190,55,Female,Delhi,Delhi,1639134,Combination,2022-04-21
191,Customer_191,48,Male,Mumbai,Maharashtra,1599283,Normal,2022-12-02
192,Customer_192,32,Male,Chandigarh,Chandigarh,1632538,Sensitive,2023-12-19
193,Customer_193,59,Female,Delhi,Delhi,544687,Oily,2022-02-16
194,Customer_194,37,Female,Bengaluru,Karnataka,543522,Dry,2022-08-29
195,Customer_195,26,Female,Lucknow,Uttar Pradesh,1251359,Combination,2023-11-18
196,Customer_196,44,Male,Lucknow,Uttar Pradesh,1170075,Dry,2024-05-03
197,Customer_197,57,Female,Indore,Madhya Pradesh,886657,Dry,2023-12-08
198,Customer_198,31,Female,Ahmedabad,Gujarat,1232594,Oily,2024-05-25
199,Customer_199,24,Female,Ahmedabad,Gujarat,1441827,Combination,2022-03-04
200,Customer_200,35,Male,Jaipur,Rajasthan,556187,Sensitive,2022-04-04
201,Customer_201,59,Male,Mumbai,Maharashtra,406070,Combination,2022-09-07
202,Customer_202,54,Male,Pune,Maharashtra,443885,Normal,2022-08-01
203,Customer_203,31,Male,Chandigarh,Chandigarh,989039,Oily,2024-03-18
204,Customer_204,18,Female,Chandigarh,Chandigarh,603432,Oily,2023-07-08
205,Customer_205,29,Male,Delhi,Delhi,1686338,Dry,2022-05-15
206,Customer_206,40,Male,Bengaluru,Karnataka,1534914,Combination,2022-01-17
207,Customer_207,34,Male,Pune,Maharashtra,565831,Sensitive,2023-06-23
208,Customer_208,22,Female,Hyderabad,Telangana,1240101,Combination,2023-06-10
209,Customer_209,24,Female,Chandigarh,Chandigarh,1356626,Oily,2023-09-22
210,Customer_210,60,Female,Bengaluru,Karnataka,1260584,Dry,2022-03-04
211,Customer_211,43,Female,Indore,Madhya Pradesh,1738850,Dry,2023-05-18
212,Customer_212,22,Male,Indore,Madhya Pradesh,975517,Normal,2022-06-01
213,Customer_213,26,Female,Hyderabad,Telangana,1609288,Normal,2023-07-16
214,Customer_214,42,Female,Ahmedabad,Gujarat,1251510,Normal,2023-09-12
215,Customer_215,24,Male,Jaipur,Rajasthan,1673032,Normal,2024-01-09
216,Customer_216,45,Female,Mumbai,Maharashtra,779185,Sensitive,2022-12-14
217,Customer_217,43,Female,Indore,Madhya Pradesh,499409,Combination,2023-03-14
218,Customer_218,60,Female,Ahmedabad,Gujarat,1084966,Oily,2023-12-05
219,Customer_219,22,Male,Indore,Madhya Pradesh,479022,Dry,2023-03-19
220,Customer_220,41,Male,Hyderabad,Telangana,1466794,Dry,2023-08-24
221,Customer_221,53,Female,Lucknow,Uttar Pradesh,1705119,Dry,2023-02-25
222,Customer_222,60,Female,Ahmedabad,Gujarat,407890,Combination,2023-09-07
223,Customer_223,40,Male,Delhi,Delhi,1511982,Normal,2022-08-06
224,Customer_224,60,Female,Pune,Maharashtra,770275,Dry,2022-12-25
225,Customer_225,41,Male,Lucknow,Uttar Pradesh,884199,Normal,2022-08-20
226,Customer_226,53,Male,Jaipur,Rajasthan,1577154,Combination,2022-01-30
227,Customer_227,35,Female,Pune,Maharashtra,1012663,Combination,2022-01-07
228,Customer_228,27,Female,Pune,Maharashtra,445931,Oily,2024-01-29
229,Customer_229,23,Male,Bengaluru,Karnataka,1088936,Sensitive,2023-04-10
230,Customer_230,28,Female,Ahmedabad,Gujarat,953550,Combination,2024-03-06
231,Customer_231,56,Male,Chandigarh,Chandigarh,410328,Oily,2022-06-11
232,Customer_232,21,Male,Chandigarh,Chandigarh,870641,Sensitive,2023-11-09
233,Customer_233,49,Female,Jaipur,Rajasthan,1168606,Combination,2022-08-09
234,Customer_234,25,Female,Lucknow,Uttar Pradesh,1201594,Dry,2022-10-18
235,Customer_235,49,Female,Chandigarh,Chandigarh,395247,Oily,2023-02-09
236,Customer_236,21,Male,Chandigarh,Chandigarh,728706,Combination,2022-08-05
237,Customer_237,34,Female,Pune,Maharashtra,988122,Dry,2022-01-08
238,Customer_238,45,Male,Indore,Madhya Pradesh,570922,Sensitive,2023-06-30
239,Customer_239,50,Female,Mumbai,Maharashtra,451153,Sensitive,2024-06-01
240,Customer_240,45,Male,Bengaluru,Karnataka,1264174,Dry,2024-06-01
241,Customer_241,54,Female,Ahmedabad,Gujarat,1502506,Sensitive,2023-12-28
242,Customer_242,36,Male,Jaipur,Rajasthan,1149414,Dry,2022-11-29
243,Customer_243,57,Female,Pune,Maharashtra,1746217,Combination,2022-04-01
244,Customer_244,24,Male,Jaipur,Rajasthan,1213679,Normal,2023-02-15
245,Customer_245,23,Female,Lucknow,Uttar Pradesh,950692,Combination,2022-08-15
246,Customer_246,28,Male,Ahmedabad,Gujarat,1370561,Dry,2023-06-28
247,Customer_247,30,Female,Lucknow,Uttar Pradesh,1036309,Oily,2022-08-30
248,Customer_248,27,Female,Hyderabad,Telangana,713708,Oily,2023-09-09
249,Customer_249,59,Male,Pune,Maharashtra,671502,Sensitive,2023-04-21
250,Customer_250,55,Female,Chandigarh,Chandigarh,1728440,Normal,2023-10-21
251,Customer_251,38,Female,Chandigarh,Chandigarh,616580,Sensitive,2022-03-11
252,Customer_252,46,Female,Indore,Madhya Pradesh,876032,Normal,2022-02-27
253,Customer_253,50,Male,Ahmedabad,Gujarat,950972,Sensitive,2023-04-08
254,Customer_254,21,Female,Bengaluru,Karnataka,902044,Dry,2023-10-23
255,Customer_255,57,Female,Hyderabad,Telangana,1270376,Normal,2023-07-22
256,Customer_256,46,Male,Bengaluru,Karnataka,974290,Normal,2023-05-03
257,Customer_257,27,Male,Lucknow,Uttar Pradesh,1244815,Dry,2024-04-10
258,Customer_258,23,Male,Ahmedabad,Gujarat,382086,Oily,2023-12-26
259,Customer_259,46,Male,Indore,Madhya Pradesh,1063149,Combination,2022-10-17
260,Customer_260,44,Female,Jaipur,Rajasthan,1723751,Normal,2022-02-23
261,Customer_261,22,Female,Ahmedabad,Gujarat,498193,Normal,2023-11-26
262,Customer_262,36,Female,Jaipur,Rajasthan,1676914,Normal,2024-06-13
263,Customer_263,39,Male,Pune,Maharashtra,1522093,Oily,2022-12-25
264,Customer_264,59,Female,Delhi,Delhi,570431,Normal,2023-12-27
265,Customer_265,37,Female,Hyderabad,Telangana,1649503,Combination,2024-04-12
266,Customer_266,60,Male,Pune,Maharashtra,1654812,Sensitive,2023-06-05
267,Customer_267,19,Female,Ahmedabad,Gujarat,947739,Oily,2022-08-08
268,Customer_268,49,Male,Ahmedabad,Gujarat,775095,Oily,2022-06-08
269,Customer_269,36,Male,Hyderabad,Telangana,1364702,Normal,2024-05-05
270,Customer_270,20,Female,Lucknow,Uttar Pradesh,1596105,Oily,2023-09-04
271,Customer_271,27,Male,Jaipur,Rajasthan,679261,Normal,2024-04-08
272,Customer_272,46,Male,Pune,Maharashtra,1161632,Combination,2023-11-24
273,Customer_273,46,Female,Mumbai,Maharashtra,1241470,Oily,2023-07-01
274,Customer_274,37,Female,Mumbai,Maharashtra,706881,Combination,2023-11-26
275,Customer_275,46,Female,Chandigarh,Chandigarh,890918,Sensitive,2023-05-30
276,Customer_276,44,Male,Lucknow,Uttar Pradesh,718796,Normal,2022-05-22
277,Customer_277,21,Female,Delhi,Delhi,1078488,Normal,2022-04-16
278,Customer_278,25,Female,Lucknow,Uttar Pradesh,475898,Oily,2022-10-07
279,Customer_279,50,Male,Indore,Madhya Pradesh,1217446,Dry,2022-08-16
280,Customer_280,40,Male,Indore,Madhya Pradesh,1170101,Dry,2023-02-10
281,Customer_281,41,Male,Lucknow,Uttar Pradesh,1109849,Dry,2023-01-19
282,Customer_282,19,Female,Mumbai,Maharashtra,507792,Combination,2024-03-21
283,Customer_283,26,Male,Pune,Maharashtra,901629,Sensitive,2023-12-14
284,Customer_284,48,Female,Pune,Maharashtra,1590478,Dry,2022-03-23
285,Customer_285,34,Male,Bengaluru,Karnataka,613565,Normal,2024-01-15
286,Customer_286,51,Female,Chandigarh,Chandigarh,533175,Combination,2022-09-01
287,Customer_287,25,Male,Delhi,Delhi,800043,Sensitive,2023-10-17
288,Customer_288,47,Male,Chandigarh,Chandigarh,532485,Sensitive,2023-09-04
289,Customer_289,19,Male,Lucknow,Uttar Pradesh,601102,Combination,2023-03-16
290,Customer_290,57,Female,Bengaluru,Karnataka,804499,Normal,2023-03-03
291,Customer_291,60,Male,Pune,Maharashtra,1397826,Combination,2022-03-11
292,Customer_292,52,Male,Lucknow,Uttar Pradesh,1118840,Sensitive,2022-02-14
293,Customer_293,41,Female,Jaipur,Rajasthan,334062,Combination,2024-03-18
294,Customer_294,40,Male,Hyderabad,Telangana,1678047,Dry,2024-03-01
295,Customer_295,39,Male,Chandigarh,Chandigarh,392978,Combination,2023-07-14
296,Customer_296,59,Male,Ahmedabad,Gujarat,1735883,Sensitive,2023-12-14
297,Customer_297,58,Male,Indore,Madhya Pradesh,582806,Dry,2024-01-04
298,Customer_298,20,Female,Indore,Madhya Pradesh,722766,Dry,2024-03-21
299,Customer_299,20,Female,Mumbai,Maharashtra,950276,Normal,2023-02-12
300,Customer_300,48,Female,Lucknow,Uttar Pradesh,376799,Oily,2022-10-20
301,Customer_301,21,Female,Ahmedabad,Gujarat,872976,Dry,2024-03-29
302,Customer_302,45,Female,Ahmedabad,Gujarat,1222194,Sensitive,2022-12-14
303,Customer_303,49,Female,Pune,Maharashtra,1070382,Normal,2022-10-01
304,Customer_304,45,Male,Hyderabad,Telangana,1203048,Normal,2024-04-22
305,Customer_305,52,Female,Pune,Maharashtra,973629,Dry,2022-03-23
306,Customer_306,60,Female,Ahmedabad,Gujarat,942768,Sensitive,2023-09-10
307,Customer_307,28,Female,Jaipur,Rajasthan,1037247,Sensitive,2022-02-13
308,Customer_308,57,Female,Ahmedabad,Gujarat,875784,Dry,2022-03-18
309,Customer_309,41,Male,Jaipur,Rajasthan,365306,Oily,2024-05-19
310,Customer_310,46,Male,Chandigarh,Chandigarh,564723,Dry,2022-08-30
311,Customer_311,41,Female,Ahmedabad,Gujarat,1489598,Dry,2023-09-12
312,Customer_312,46,Female,Pune,Maharashtra,1080168,Sensitive,2024-02-21
313,Customer_313,54,Male,Hyderabad,Telangana,1410357,Combination,2023-02-12
314,Customer_314,59,Female,Ahmedabad,Gujarat,823473,Dry,2022-01-27
315,Customer_315,49,Female,Pune,Maharashtra,1477913,Dry,2022-09-26
316,Customer_316,46,Male,Delhi,Delhi,1583199,Combination,2023-12-12
317,Customer_317,30,Male,Indore,Madhya Pradesh,584643,Dry,2023-04-08
318,Customer_318,46,Male,Pune,Maharashtra,1730109,Combination,2023-11-15
319,Customer_319,22,Female,Ahmedabad,Gujarat,929054,Oily,2023-12-30
320,Customer_320,41,Male,Pune,Maharashtra,554515,Oily,2024-03-22
321,Customer_321,33,Female,Pune,Maharashtra,355121,Combination,2023-07-22
322,Customer_322,41,Female,Chandigarh,Chandigarh,1456887,Oily,2023-09-19
323,Customer_323,22,Female,Hyderabad,Telangana,1135001,Sensitive,2023-06-23
324,Customer_324,44,Male,Jaipur,Rajasthan,562829,Combination,2023-10-20
325,Customer_325,46,Female,Hyderabad,Telangana,1726291,Normal,2022-12-19
326,Customer_326,53,Male,Pune,Maharashtra,570601,Sensitive,2023-05-30
327,Customer_327,25,Male,Bengaluru,Karnataka,937795,Oily,2022-06-15
328,Customer_328,32,Female,Ahmedabad,Gujarat,1388207,Combination,2024-05-16
329,Customer_329,34,Male,Hyderabad,Telangana,1631811,Normal,2022-10-09
330,Customer_330,58,Female,Pune,Maharashtra,1588549,Normal,2022-04-06
331,Customer_331,59,Male,Lucknow,Uttar Pradesh,1541112,Normal,2022-06-07
332,Customer_332,60,Female,Pune,Maharashtra,1481992,Dry,2024-04-25
333,Customer_333,23,Male,Bengaluru,Karnataka,1645225,Normal,2022-09-29
334,Customer_334,54,Female,Mumbai,Maharashtra,1596267,Dry,2023-05-25
335,Customer_335,36,Female,Lucknow,Uttar Pradesh,1312808,Oily,2024-04-04
336,Customer_336,37,Female,Jaipur,Rajasthan,453035,Dry,2022-06-11
337,Customer_337,44,Female,Indore,Madhya Pradesh,1274005,Oily,2022-12-15
338,Customer_338,27,Female,Chandigarh,Chandigarh,969655,Combination,2023-02-13
339,Customer_339,41,Male,Pune,Maharashtra,969234,Oily,2023-04-23
340,Customer_340,35,Female,Hyderabad,Telangana,819923,Oily,2022-04-10
